TARGET,sk_id_curr,SK_ID_CURR,Total_CB,Credit_Closed,Credit_active,Credit_Sold,Credit_BadDebt,How_Many_Currency,Total_Credit_Prolong,CreditType_ConsumerCredit,CreditType_CreditCard,CreditType_Mortgage,CreditType_CarLoan,CreditType_Microloan,CreditType_WorkingCapitalReplenishment,CreditType_BusinessDevelopment,CreditType_RealEstateLoan,CreditType_Other,CreditType_CashLoan,CreditType_PurchaseOfEquipment,CreditType_MobileOperatorLoan,CreditType_InterbankCredit,CreditType_PurchaseOfShares
0,101065,101065,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,101066,101066,6,3,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101067,101067,9,5,4,0,0,1,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0
0,101068,101068,11,8,3,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101069,101069,7,7,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101070,101070,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101071,101071,5,2,3,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
0,101072,101072,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101073,101073,13,9,4,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101074,101074,5,4,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101075,101075,9,8,1,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
1,101076,101076,13,4,9,0,0,1,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101078,101078,4,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101081,101081,15,11,4,0,0,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101083,101083,6,3,3,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101084,101084,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101085,101085,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101086,101086,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101088,101088,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101089,101089,13,8,5,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
1,101093,101093,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101095,101095,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101096,101096,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101098,101098,7,4,3,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101100,101100,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101101,101101,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101102,101102,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,101103,101103,3,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101104,101104,7,4,3,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101105,101105,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101106,101106,6,5,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101108,101108,6,3,3,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
0,101110,101110,7,7,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101111,101111,8,5,3,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101112,101112,7,5,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101113,101113,4,1,3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101114,101114,3,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,101115,101115,6,3,3,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
0,101116,101116,6,4,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101117,101117,10,6,4,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,101120,101120,7,3,4,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
1,101121,101121,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101122,101122,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101123,101123,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101127,101127,4,0,4,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
0,101129,101129,8,7,1,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101131,101131,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101133,101133,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101134,101134,9,6,3,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101135,101135,10,5,5,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101137,101137,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101138,101138,9,8,1,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101139,101139,6,6,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101141,101141,8,4,4,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1,101142,101142,7,2,5,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101144,101144,5,3,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101145,101145,3,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101146,101146,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101147,101147,12,6,6,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101148,101148,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101150,101150,5,3,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101151,101151,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101152,101152,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101153,101153,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101154,101154,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101155,101155,10,5,5,0,0,1,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0
0,101156,101156,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,101157,101157,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101158,101158,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101159,101159,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101162,101162,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101164,101164,5,3,2,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
0,101166,101166,5,1,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101167,101167,9,4,5,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101168,101168,7,4,3,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101170,101170,11,7,4,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101171,101171,14,8,6,0,0,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101172,101172,3,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,101173,101173,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101174,101174,12,8,4,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101175,101175,5,5,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101176,101176,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101177,101177,21,15,6,0,0,1,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0
0,101178,101178,9,6,3,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101179,101179,12,7,5,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101180,101180,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101182,101182,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101183,101183,4,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101184,101184,9,7,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101185,101185,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101188,101188,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101189,101189,4,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101191,101191,9,4,4,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101192,101192,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101195,101195,8,6,2,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101196,101196,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101197,101197,11,6,5,0,0,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0
0,101199,101199,4,3,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1,101201,101201,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101202,101202,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101205,101205,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101206,101206,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101207,101207,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101208,101208,6,4,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101209,101209,6,3,3,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
0,101210,101210,10,5,5,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101212,101212,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101214,101214,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101215,101215,3,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,101216,101216,7,5,2,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101217,101217,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101218,101218,5,1,4,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0
0,101219,101219,7,5,2,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0
0,101221,101221,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101222,101222,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101224,101224,5,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101226,101226,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101227,101227,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,101228,101228,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101229,101229,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101230,101230,9,7,2,0,0,1,0,3,2,3,0,0,0,0,0,1,0,0,0,0,0
0,101232,101232,7,7,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101233,101233,5,4,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101234,101234,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101236,101236,6,2,4,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101238,101238,5,1,4,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101239,101239,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101240,101240,8,6,2,0,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
0,101241,101241,4,2,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1,101245,101245,3,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101246,101246,7,2,5,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101247,101247,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101248,101248,6,2,4,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101249,101249,7,2,5,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101250,101250,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101251,101251,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101252,101252,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101253,101253,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101254,101254,8,6,2,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101255,101255,6,1,5,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101256,101256,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,101257,101257,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101260,101260,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101261,101261,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101262,101262,9,7,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101263,101263,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101264,101264,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101265,101265,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101266,101266,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101267,101267,8,4,4,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101270,101270,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101272,101272,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101273,101273,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101275,101275,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101276,101276,6,5,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101277,101277,8,2,6,0,0,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0
0,101278,101278,12,7,5,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101280,101280,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101282,101282,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101283,101283,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101284,101284,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101285,101285,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101286,101286,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101289,101289,5,3,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101290,101290,15,13,2,0,0,1,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0
0,101293,101293,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101298,101298,9,7,2,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1,101300,101300,10,5,5,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101302,101302,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101303,101303,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101304,101304,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101306,101306,6,2,4,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101307,101307,6,5,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101310,101310,17,15,2,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101311,101311,14,10,4,0,0,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101313,101313,6,1,5,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101314,101314,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101315,101315,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101316,101316,7,6,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101317,101317,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101319,101319,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101320,101320,4,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101321,101321,11,9,1,1,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101323,101323,6,4,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101324,101324,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,101325,101325,7,4,3,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101326,101326,7,5,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101328,101328,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101330,101330,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101331,101331,16,13,3,0,0,1,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0
0,101334,101334,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101335,101335,8,7,1,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
0,101336,101336,7,3,4,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101339,101339,12,5,7,0,0,1,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0
0,101341,101341,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101342,101342,6,2,4,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
0,101344,101344,9,6,3,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101347,101347,3,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101348,101348,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101349,101349,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101350,101350,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101351,101351,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101352,101352,5,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101358,101358,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101359,101359,7,4,3,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1,101360,101360,5,4,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
0,101364,101364,4,1,3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101369,101369,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,101370,101370,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101371,101371,8,5,3,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101372,101372,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101373,101373,6,4,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101375,101375,5,4,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101377,101377,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101378,101378,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101379,101379,10,3,7,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101381,101381,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101382,101382,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101384,101384,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101385,101385,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101387,101387,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101388,101388,11,5,6,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
0,101389,101389,5,2,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101391,101391,10,3,7,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101392,101392,3,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101393,101393,10,6,4,0,0,1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0
0,101394,101394,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101395,101395,7,6,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101396,101396,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101400,101400,8,2,6,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101402,101402,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101403,101403,4,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101404,101404,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101405,101405,14,12,2,0,0,1,0,9,4,0,0,0,0,1,0,0,0,0,0,0,0
1,101406,101406,8,2,6,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
0,101407,101407,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101408,101408,8,7,1,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101409,101409,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,101410,101410,11,5,6,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
0,101411,101411,9,6,3,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101413,101413,4,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101414,101414,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101415,101415,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101416,101416,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101417,101417,3,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101419,101419,6,3,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101420,101420,3,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101421,101421,7,5,2,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101422,101422,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101424,101424,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101425,101425,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101430,101430,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101431,101431,14,9,5,0,0,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101432,101432,9,6,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101433,101433,3,0,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101435,101435,6,3,3,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101437,101437,15,12,3,0,0,1,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0
0,101439,101439,6,5,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101441,101441,12,9,3,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101442,101442,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101444,101444,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101447,101447,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101450,101450,8,6,2,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,101452,101452,3,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,101453,101453,15,12,3,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
0,101454,101454,4,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101455,101455,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101457,101457,4,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101458,101458,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101461,101461,5,2,3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
0,101462,101462,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,101463,101463,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101464,101464,10,5,5,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,101466,101466,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
